iter_idx,n0_value,milp1_status,milp1_objective,milp1_solve_time_s,milp2_status,milp2_objective,milp2_solve_time_s
1,29,OptimalGlobal,7.3971294337088,1.116,OptimalGlobal,7.68015801729129,2.266
2,28,OptimalGlobal,4.61719047525463,0.968,OptimalGlobal,7.68015801729129,2.084
3,27,OptimalGlobal,3.83651611607668,1.131,OptimalGlobal,7.68015801729129,1.998
4,26,OptimalGlobal,3.54263080025357,0.993,OptimalGlobal,7.68015801729129,2.205
5,25,OptimalGlobal,3.34687535550213,1.01,OptimalGlobal,7.68015801729129,2.124
6,24,OptimalGlobal,3.18061944300998,1.204,OptimalGlobal,7.68015801729129,1.972
7,23,OptimalGlobal,3.15739803850416,1.0,OptimalGlobal,7.68015801729129,1.905
8,22,OptimalGlobal,2.95946051495893,1.479,OptimalGlobal,7.68015801729129,1.85
9,21,OptimalGlobal,2.91961043783861,1.271,OptimalGlobal,7.68015801729129,1.602
10,20,OptimalGlobal,2.7804321694656,1.406,OptimalGlobal,7.68015801729129,1.511
11,19,OptimalGlobal,2.71159537389281,0.927,OptimalGlobal,7.68015801729129,1.591
12,18,OptimalGlobal,2.5867310825275,1.29,OptimalGlobal,7.68015801729129,1.361
13,17,OptimalGlobal,3.12492816731077,1.006,OptimalGlobal,7.68015801729129,1.424
14,16,OptimalGlobal,3.02876897789243,0.861,OptimalGlobal,7.68015801729129,1.359
15,15,OptimalGlobal,3.22065564064541,1.039,OptimalGlobal,7.68015801729129,1.266
16,14,OptimalGlobal,3.59554226720148,0.806,OptimalGlobal,7.68015801729129,1.091
17,13,OptimalGlobal,4.1713649469964,1.278,OptimalGlobal,7.68015801729129,1.087
18,12,OptimalGlobal,4.23027436231207,0.887,OptimalGlobal,7.68015801729129,0.961
19,11,OptimalGlobal,5.08466638148612,0.908,OptimalGlobal,7.68015801729129,0.9
20,10,OptimalGlobal,5.2245240718488,0.806,OptimalGlobal,7.68015801729129,0.823
21,9,OptimalGlobal,5.39393711773801,0.828,OptimalGlobal,7.68015801729129,0.74
22,8,OptimalGlobal,5.44539789897371,1.754,OptimalGlobal,7.68015801729129,0.67
23,7,OptimalGlobal,5.99564750617358,0.77,OptimalGlobal,7.68015801729129,0.604
24,6,OptimalGlobal,6.26247264520833,0.766,OptimalGlobal,7.68015801729129,0.548
25,5,OptimalGlobal,6.86847025772414,0.478,OptimalGlobal,7.68015801729129,0.532
26,4,OptimalGlobal,7.6620450433989,0.425,OptimalGlobal,7.68015801729129,0.403
27,3,OptimalGlobal,7.71851709971461,0.3,OptimalGlobal,7.68015801729129,0.364
28,2,OptimalGlobal,8.85787724834794,0.18,OptimalGlobal,7.68015801729129,0.237
29,1,OptimalGlobal,12.7849910108527,0.031,OptimalGlobal,7.68015801729129,0.208
